page_rank_decimal,url_length,double_slash_redirecting,prefix_suffix,favicon,request_url,url_of_anchor,links_in_tags,sfh,submitting_to_email,abnormal_url,redirect,popupwindow,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,has_numbers,lev,sim_lev,fuzzy,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
5.16,0,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
4.38,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,0,0.5714285714285714,0,40,1,1,4,1
2.45,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
1.59,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
0.0,0,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,0,0,0.6,0,20,1,-1,36,-1
2.09,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
2.62,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
1.34,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,-1
3.16,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
1.68,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,38,1,0,13,1
3.21,0,1,1,1,0,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
3.6,-1,1,1,-1,0,1,0,0,-1,1,1,1,1,0,1,-1,1,1,0,0.6,0,40,1,0,8,1
0.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,0,0.6666666666666666,0,20,1,1,3,1
4.14,0,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.4,1,0,0,1,0,1
3.11,0,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,-1,1,1,0,0.5714285714285714,0,20,1,1,3,1
3.7,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,0,1,0,0.4,0,20,1,1,3,1
5.6,-1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0.5,0,20,1,1,3,1
5.12,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0.0,0,67,1,0,9,1
0.0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,1,0,0.375,0,62,0,1,0,1
2.53,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
1.49,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.5,0,53,1,-1,16,-1
0.0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,13,-1
3.6,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
2.7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.5555555555555556,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.6666666666666666,0,59,1,0,8,-1
0.0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0,0.5714285714285714,0,30,1,-1,33,-1
3.29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.75,0,20,1,1,3,1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,24,1,0,10,-1
0.0,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,36,1,0,15,-1
3.41,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,0,57,2,0,14,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.6,1,0,0,1,0,-1
0.0,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,-1,-1,-1,0,1,0,0.7142857142857143,0,29,1,0,8,-1
0.0,0,1,-1,1,0,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,26,1,-1,31,-1
2.5,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
1.43,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
2.41,0,1,-1,1,1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0.0,-1,100,1,1,7,-1
2.45,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,0,1,0,0.6,1,0,0,1,0,1
1.82,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,0,0,0.7142857142857143,1,0,0,1,0,1
2.57,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,10,-1
4.36,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.6666666666666666,0,20,1,1,3,1
1.68,-1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,0,0.4,1,0,0,1,0,1
2.14,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,53,1,0,13,-1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0.5,0,53,1,-1,18,-1
1.91,0,1,1,1,1,1,0,-1,-1,1,1,1,1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
0.0,0,1,1,-1,0,-1,0,1,1,1,1,1,1,-1,-1,-1,1,0,0,0.5,0,36,1,-1,16,-1
6.38,0,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,0.6666666666666666,0,20,1,1,3,1
0.0,1,1,-1,1,1,0,1,1,-1,1,1,1,1,-1,-1,-1,0,1,0,0.25,0,42,1,0,11,-1
1.43,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,1
4.08,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5555555555555556,1,0,0,1,0,1
3.39,0,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,0,0.75,0,20,1,1,3,1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,24,1,0,10,-1
3.23,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
3.4,1,1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.625,1,0,0,1,0,1
3.12,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.75,0,44,1,1,5,1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0.25,0,60,1,0,12,-1
4.61,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.625,1,0,0,1,0,1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.6,0,32,1,-1,18,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,14,1,-1,36,-1
2.38,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0.7142857142857143,0,40,1,1,1,1
2.51,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
4.98,1,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
3.15,0,1,1,1,0,1,0,-1,1,-1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
4.92,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,1,1,1,1,0,0.6,0,46,2,0,13,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.38,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,0,38,1,0,9,1
2.9,0,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,0.6,0,20,1,1,3,1
2.79,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
1.62,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,19,-1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,13,-1
3.56,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.5714285714285714,1,0,0,1,0,1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0.25,0,60,1,0,11,-1
3.66,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.6,0,36,2,1,6,1
5.02,0,1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,0.6,0,42,1,0,12,1
7.92,1,1,1,1,-1,1,0,1,1,1,0,1,-1,1,1,-1,0,1,0,0.6666666666666666,1,0,0,1,0,-1
0.0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0.25,0,70,0,1,0,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,19,-1
8.64,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.72,-1,1,1,-1,0,1,0,-1,-1,1,1,1,1,0,1,1,1,1,0,0.4,0,35,1,0,14,1
0.0,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,0.4,0,40,2,-1,64,-1
5.13,1,1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,0.6,0,20,1,1,3,1
1.89,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
8.13,1,1,1,1,-1,0,-1,-1,1,1,0,1,-1,1,1,-1,1,1,1,1.0,1,0,1,1,5,-1
2.99,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,0,0,0.5714285714285714,0,43,1,1,5,1
1.77,-1,1,1,1,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,0,0.7142857142857143,1,0,0,1,0,-1
4.94,-1,1,1,-1,0,0,-1,-1,1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
4.87,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.4,0,46,1,1,7,1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,44,1,0,12,-1
2.67,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,1
3.83,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0.75,1,0,0,1,0,1
3.17,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
0.0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,45,1,0,13,-1
2.95,-1,1,-1,1,1,0,0,1,1,1,1,1,1,0,1,-1,1,1,0,0.5,0,50,1,0,10,1
0.0,1,1,-1,1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,0,0.4,0,20,1,1,3,1
1.56,0,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
1.64,1,1,1,1,-1,1,0,1,1,1,1,1,-1,0,1,-1,-1,1,0,0.5,0,20,1,1,3,1
0.0,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,0.5,0,20,1,1,3,1
3.26,-1,1,1,1,-1,1,0,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,1,0,0,1,0,1
0.0,1,1,1,1,0,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.3333333333333333,0,42,1,0,13,-1
4.14,1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,0.7,1,0,0,1,0,1
1.78,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,24,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,29,-1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
1.99,0,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
2.63,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.7142857142857143,1,0,0,1,0,1
3.7,1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,1,0,0,1,0,-1
3.62,-1,1,1,1,1,1,0,-1,-1,1,1,1,-1,0,1,-1,1,1,0,0.5555555555555556,0,57,2,0,12,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.4,0,53,1,-1,19,-1
2.22,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,0,0,0.5,0,60,1,1,3,1
2.61,-1,1,1,-1,0,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,20,1,1,3,1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.6,0,23,1,-1,36,-1
5.06,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,1,1,1,1,1,0,0.4,0,20,1,1,3,1
2.5,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
2.78,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.5,0,53,1,0,15,-1
2.77,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.75,0,60,1,1,3,1
0.0,1,1,-1,1,-1,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,57,1,0,14,-1
1.56,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,0,1,-1,0,1,0,0.5555555555555556,0,20,1,1,3,1
2.69,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6,0,53,0,1,0,1
4.04,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
3.0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,0,1,-1,0,1,0,0.5,1,0,0,1,0,1
2.96,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0.5714285714285714,0,36,1,1,5,1
3.06,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
1.63,-1,1,-1,1,0,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
5.13,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,0.8,1,0,0,1,0,-1
2.12,0,1,1,1,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.25,0,31,1,0,8,-1
8.64,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
0.0,1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,0,1,-1,0.0,0,43,1,-1,22,-1
4.89,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.7142857142857143,0,20,1,1,3,1
0.0,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,1,0,0.5,0,62,1,1,3,1
1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,-1
0.0,-1,1,1,1,0,1,0,-1,1,1,0,1,1,-1,-1,-1,-1,1,0,0.5,0,50,3,-1,24,-1
0.0,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,0,0,0.4,0,47,2,-1,24,-1
5.56,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,0.7142857142857143,1,0,0,1,0,-1
1.89,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.5,0,20,1,1,3,1
2.9,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
1.92,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,11,-1
2.6,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,20,-1
4.16,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0.5714285714285714,0,57,1,0,12,1
2.33,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,0,1,-1,0,1,0,0.6,1,0,0,1,0,1
2.96,0,1,-1,1,-1,1,0,1,1,1,1,1,-1,0,1,-1,1,0,0,0.5,0,43,1,0,14,-1
4.35,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
5.62,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
0.0,0,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5714285714285714,0,36,2,-1,44,-1
2.81,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
3.01,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,0.75,0,20,1,1,3,1
3.34,1,1,1,1,0,1,0,1,1,-1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
2.5,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,15,-1
2.99,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,0,0.5,0,20,1,1,3,1
2.78,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.33,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,0,1,1,1,1,0,0.5714285714285714,1,0,0,1,0,1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,0.6,0,44,1,0,10,-1
0.67,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,0,0.625,0,53,0,1,0,1
4.15,1,1,-1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.5714285714285714,0,50,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.7142857142857143,1,0,0,1,0,-1
2.67,1,1,1,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,36,1,1,4,-1
1.91,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,1,0,0,0.75,1,0,0,1,0,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,21,-1
0.0,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0.5,0,53,1,0,10,-1
5.56,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0.7142857142857143,1,0,0,1,0,-1
3.54,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,0,0.5,0,38,1,-1,17,-1
3.02,1,1,1,1,0,0,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.8,1,0,0,1,0,1
2.19,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
0.0,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,-1,-1,-1,0,0,0,0.7142857142857143,0,35,1,0,10,-1
0.0,0,1,-1,-1,-1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,0,0,0.6,0,20,1,-1,36,-1
0.0,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,0,-1,1,0,1,0,0.6,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,0,0.4,0,40,1,0,11,-1
3.86,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.7,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
2.86,1,1,1,1,0,1,0,1,1,1,-1,1,1,0,1,-1,-1,1,0,0.75,1,0,0,1,0,-1
4.25,1,1,1,1,0,0,0,-1,1,1,1,1,-1,0,1,-1,1,0,0,0.5,0,44,1,1,3,1
0.0,1,1,-1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,0,0.6,1,0,0,1,0,-1
1.75,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,10,-1
3.23,-1,1,-1,1,0,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
3.5,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0,0,0.6666666666666666,0,20,1,1,3,1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,-1,-1,-1,0,0,0.8,0,20,1,1,3,1
2.27,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.5,0,53,1,-1,20,-1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,21,-1
3.08,0,1,1,1,1,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
4.95,-1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,0,0.8571428571428571,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,1,0,0,1,0,-1
0.0,1,1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,0.5,0,53,1,0,14,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
4.62,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,0,0,0.6,0,55,1,1,5,1
0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,20,1,1,3,-1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.91,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.5714285714285714,0,20,1,1,3,1
5.27,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,0,0.6666666666666666,1,0,0,1,0,-1
8.64,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.5,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
1.81,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
2.45,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,9,-1
1.76,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.625,1,0,0,1,0,-1
1.49,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,0,0.25,0,55,1,0,12,-1
2.89,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.5,0,38,1,0,9,1
1.91,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,12,-1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,0,0.4,-1,71,1,0,13,-1
2.76,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,0.4,0,20,1,1,3,1
4.78,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,0,57,1,1,1,-1
1.57,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,15,-1
0.0,1,1,-1,-1,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,0,0,0.25,0,35,1,0,14,-1
2.78,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
0.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
